breed,width,height
Norwegian elkhound,500,375
Norwegian elkhound,414,500
Norwegian elkhound,500,333
Norwegian elkhound,275,250
Norwegian elkhound,500,375
Norwegian elkhound,500,375
Norwegian elkhound,500,375
Norwegian elkhound,500,375
Norwegian elkhound,400,374
Norwegian elkhound,357,500
Norwegian elkhound,500,375
Norwegian elkhound,500,375
Norwegian elkhound,500,375
Norwegian elkhound,500,333
Norwegian elkhound,500,333
Norwegian elkhound,500,474
Norwegian elkhound,500,375
Norwegian elkhound,500,333
Norwegian elkhound,220,294
Norwegian elkhound,500,375
Norwegian elkhound,500,375
Norwegian elkhound,500,375
Norwegian elkhound,500,333
Norwegian elkhound,500,375
Norwegian elkhound,500,375
Norwegian elkhound,500,333
Norwegian elkhound,334,500
Norwegian elkhound,493,373
Norwegian elkhound,500,375
Norwegian elkhound,500,375
Norwegian elkhound,300,235
Norwegian elkhound,500,375
Norwegian elkhound,500,375
Norwegian elkhound,500,375
Norwegian elkhound,333,500
Norwegian elkhound,296,258
Norwegian elkhound,375,500
Norwegian elkhound,500,375
Norwegian elkhound,500,375
Norwegian elkhound,500,375
Norwegian elkhound,300,245
Norwegian elkhound,500,375
Norwegian elkhound,500,333
Norwegian elkhound,400,321
Norwegian elkhound,500,333
Norwegian elkhound,500,375
Norwegian elkhound,500,375
Norwegian elkhound,400,336
Norwegian elkhound,400,500
Norwegian elkhound,500,333
Norwegian elkhound,500,375
Norwegian elkhound,500,375
Norwegian elkhound,482,500
Norwegian elkhound,383,500
Norwegian elkhound,297,205
Norwegian elkhound,500,333
Norwegian elkhound,300,220
Norwegian elkhound,500,211
Norwegian elkhound,333,500
Norwegian elkhound,500,333
Norwegian elkhound,500,332
Norwegian elkhound,500,375
Norwegian elkhound,500,375
Norwegian elkhound,500,435
Norwegian elkhound,500,375
Norwegian elkhound,500,375
Norwegian elkhound,357,500
Norwegian elkhound,334,500
Norwegian elkhound,500,375
Norwegian elkhound,500,375
Norwegian elkhound,367,259
Norwegian elkhound,440,500
Norwegian elkhound,500,375
Norwegian elkhound,500,375
Norwegian elkhound,375,500
Norwegian elkhound,500,375
Norwegian elkhound,300,226
Norwegian elkhound,500,375
Norwegian elkhound,500,375
Norwegian elkhound,500,375
Norwegian elkhound,500,363
Norwegian elkhound,300,405
Norwegian elkhound,500,375
Norwegian elkhound,500,281
Norwegian elkhound,500,375
Norwegian elkhound,500,375
Norwegian elkhound,500,375
Norwegian elkhound,361,500
Norwegian elkhound,370,352
Norwegian elkhound,500,375
Norwegian elkhound,500,375
Norwegian elkhound,200,200
Norwegian elkhound,300,275
Norwegian elkhound,500,375
Norwegian elkhound,500,375
Norwegian elkhound,500,375
Norwegian elkhound,398,500
Norwegian elkhound,500,375
Norwegian elkhound,500,333
Norwegian elkhound,500,375
Norwegian elkhound,500,375
Norwegian elkhound,375,500
Norwegian elkhound,300,225
Norwegian elkhound,409,500
Norwegian elkhound,500,338
Norwegian elkhound,214,204
Norwegian elkhound,500,375
Norwegian elkhound,500,333
Norwegian elkhound,372,500
Norwegian elkhound,500,331
Norwegian elkhound,365,500
Norwegian elkhound,500,458
Norwegian elkhound,500,375
Norwegian elkhound,500,375
Norwegian elkhound,335,448
Norwegian elkhound,500,375
Norwegian elkhound,400,500
Norwegian elkhound,500,375
Norwegian elkhound,500,375
Norwegian elkhound,500,375
Norwegian elkhound,500,375
Norwegian elkhound,500,375
Norwegian elkhound,500,333
Norwegian elkhound,367,500
Norwegian elkhound,500,400
Norwegian elkhound,500,333
Norwegian elkhound,500,375
Norwegian elkhound,500,375
Norwegian elkhound,500,375
Norwegian elkhound,500,375
Norwegian elkhound,500,375
Norwegian elkhound,500,375
Norwegian elkhound,500,375
Norwegian elkhound,500,375
Norwegian elkhound,500,375
Norwegian elkhound,500,375
Norwegian elkhound,500,375
Norwegian elkhound,500,375
Norwegian elkhound,600,593
Norwegian elkhound,500,356
Norwegian elkhound,500,333
Norwegian elkhound,500,375
Norwegian elkhound,500,375
Norwegian elkhound,332,500
Norwegian elkhound,638,454
Norwegian elkhound,413,500
Norwegian elkhound,500,445
Norwegian elkhound,500,409
Norwegian elkhound,333,500
Norwegian elkhound,200,200
Norwegian elkhound,500,375
Norwegian elkhound,300,260
Norwegian elkhound,360,281
Norwegian elkhound,500,333
Norwegian elkhound,500,375
Norwegian elkhound,500,375
Norwegian elkhound,500,375
Norwegian elkhound,500,375
Norwegian elkhound,300,225
otterhound,250,250
otterhound,350,189
otterhound,400,300
otterhound,300,225
otterhound,375,343
otterhound,600,457
otterhound,768,417
otterhound,123,183
otterhound,345,230
otterhound,300,376
otterhound,189,133
otterhound,390,320
otterhound,210,338
otterhound,300,357
otterhound,427,345
otterhound,375,331
otterhound,250,210
otterhound,139,225
otterhound,250,162
otterhound,180,145
otterhound,180,151
otterhound,320,250
otterhound,500,413
otterhound,800,600
otterhound,325,375
otterhound,400,340
otterhound,300,232
otterhound,567,330
otterhound,295,250
otterhound,727,487
otterhound,375,322
otterhound,1633,1223
otterhound,442,500
otterhound,333,500
otterhound,220,220
otterhound,800,533
otterhound,250,176
otterhound,414,459
otterhound,354,500
otterhound,257,232
otterhound,786,675
otterhound,200,225
otterhound,375,261
otterhound,246,195
otterhound,171,126
otterhound,300,246
otterhound,512,680
otterhound,375,357
otterhound,190,196
otterhound,440,400
otterhound,360,241
otterhound,496,768
otterhound,735,535
otterhound,400,346
otterhound,300,227
otterhound,285,288
otterhound,238,336
otterhound,165,141
otterhound,300,213
otterhound,400,442
otterhound,375,500
otterhound,150,243
otterhound,450,390
otterhound,500,476
otterhound,208,216
otterhound,375,500
otterhound,400,476
otterhound,640,426
otterhound,375,254
otterhound,640,448
otterhound,190,200
otterhound,265,338
otterhound,171,210
otterhound,375,285
otterhound,156,225
otterhound,220,173
otterhound,280,219
otterhound,310,465
otterhound,394,344
otterhound,288,262
otterhound,190,166
otterhound,190,180
otterhound,188,154
otterhound,491,450
otterhound,190,168
otterhound,200,216
otterhound,256,211
otterhound,400,345
otterhound,374,306
otterhound,475,434
otterhound,160,120
otterhound,164,154
otterhound,447,500
otterhound,540,360
otterhound,406,296
otterhound,290,250
otterhound,301,195
otterhound,150,231
otterhound,288,232
otterhound,150,136
otterhound,302,186
otterhound,400,300
otterhound,375,323
otterhound,360,308
otterhound,375,375
otterhound,240,200
otterhound,240,250
otterhound,375,338
otterhound,372,341
otterhound,375,258
otterhound,375,183
otterhound,160,120
otterhound,425,567
otterhound,562,500
otterhound,300,233
otterhound,640,500
otterhound,288,228
otterhound,375,331
otterhound,210,210
otterhound,175,154
otterhound,300,310
otterhound,256,170
otterhound,355,375
otterhound,200,200
otterhound,450,652
otterhound,300,200
otterhound,440,434
otterhound,242,180
otterhound,333,500
otterhound,320,259
otterhound,200,200
otterhound,248,378
otterhound,200,156
otterhound,288,432
otterhound,200,300
otterhound,320,426
otterhound,218,375
otterhound,200,169
otterhound,292,375
otterhound,304,350
otterhound,250,349
otterhound,200,150
otterhound,200,191
otterhound,400,300
otterhound,288,284
otterhound,247,165
otterhound,421,378
otterhound,300,338
otterhound,373,245
otterhound,280,131
otterhound,225,225
Saluki,500,333
Saluki,350,484
Saluki,284,236
Saluki,333,500
Saluki,500,375
Saluki,500,330
Saluki,500,333
Saluki,308,500
Saluki,500,375
Saluki,500,375
Saluki,500,334
Saluki,320,480
Saluki,375,500
Saluki,480,320
Saluki,500,375
Saluki,500,335
Saluki,352,500
Saluki,375,500
Saluki,500,375
Saluki,500,334
Saluki,278,448
Saluki,500,375
Saluki,375,500
Saluki,500,478
Saluki,500,319
Saluki,500,375
Saluki,500,331
Saluki,500,375
Saluki,500,336
Saluki,500,375
Saluki,500,334
Saluki,334,500
Saluki,500,333
Saluki,476,480
Saluki,500,335
Saluki,500,332
Saluki,500,333
Saluki,500,334
Saluki,500,354
Saluki,500,375
Saluki,500,307
Saluki,500,375
Saluki,375,500
Saluki,500,375
Saluki,500,333
Saluki,500,437
Saluki,500,375
Saluki,334,500
Saluki,450,378
Saluki,480,360
Saluki,446,500
Saluki,500,334
Saluki,500,375
Saluki,500,388
Saluki,500,334
Saluki,500,335
Saluki,500,434
Saluki,500,335
Saluki,554,498
Saluki,500,332
Saluki,377,283
Saluki,500,375
Saluki,500,349
Saluki,500,334
Saluki,640,480
Saluki,500,383
Saluki,333,281
Saluki,420,315
Saluki,400,243
Saluki,369,500
Saluki,375,500
Saluki,500,334
Saluki,500,334
Saluki,557,417
Saluki,500,375
Saluki,359,350
Saluki,500,375
Saluki,500,375
Saluki,500,375
Saluki,300,305
Saluki,500,375
Saluki,500,375
Saluki,300,271
Saluki,500,401
Saluki,500,375
Saluki,500,286
Saluki,500,375
Saluki,500,334
Saluki,500,341
Saluki,500,334
Saluki,800,661
Saluki,334,500
Saluki,500,333
Saluki,500,446
Saluki,500,375
Saluki,500,332
Saluki,500,375
Saluki,375,500
Saluki,500,375
Saluki,298,448
Saluki,500,375
Saluki,500,333
Saluki,375,500
Saluki,500,333
Saluki,336,343
Saluki,343,500
Saluki,500,334
Saluki,500,373
Saluki,383,500
Saluki,500,399
Saluki,500,334
Saluki,500,334
Saluki,500,332
Saluki,335,500
Saluki,500,375
Saluki,500,332
Saluki,500,333
Saluki,500,375
Saluki,500,334
Saluki,500,332
Saluki,336,352
Saluki,500,375
Saluki,500,334
Saluki,500,334
Saluki,500,333
Saluki,500,455
Saluki,400,361
Saluki,394,365
Saluki,500,375
Saluki,500,334
Saluki,500,378
Saluki,500,375
Saluki,500,334
Saluki,500,406
Saluki,500,328
Saluki,334,500
Saluki,500,375
Saluki,500,334
Saluki,500,393
Saluki,500,375
Saluki,375,500
Saluki,277,289
Saluki,500,334
Saluki,500,328
Saluki,333,250
Saluki,500,375
Saluki,500,375
Saluki,500,421
Saluki,500,375
Saluki,500,335
Saluki,500,400
Saluki,500,335
Saluki,500,375
Saluki,334,500
Saluki,500,333
Saluki,500,322
Saluki,500,333
Saluki,400,231
Saluki,800,600
Saluki,500,334
Saluki,500,375
Saluki,340,236
Saluki,500,333
Saluki,500,334
Saluki,500,375
Saluki,500,334
Saluki,500,366
Saluki,500,333
Saluki,320,302
Saluki,480,486
Saluki,374,500
Saluki,500,335
Saluki,500,375
Saluki,451,500
Saluki,500,355
Saluki,500,301
Saluki,500,334
Saluki,500,375
Saluki,500,333
Saluki,500,329
Saluki,500,339
Saluki,500,375
Saluki,500,375
Saluki,480,360
Saluki,375,500
Saluki,400,300
Saluki,500,375
Saluki,363,500
Saluki,500,332
Saluki,485,500
Saluki,500,375
Saluki,500,332
Saluki,500,334
Saluki,556,406
Saluki,500,335
Saluki,367,420
Saluki,500,375
Saluki,365,500
Saluki,500,374
Saluki,500,375
Scottish deerhound,500,375
Scottish deerhound,500,333
Scottish deerhound,391,500
Scottish deerhound,483,443
Scottish deerhound,600,399
Scottish deerhound,408,300
Scottish deerhound,500,434
Scottish deerhound,375,500
Scottish deerhound,500,333
Scottish deerhound,500,375
Scottish deerhound,375,500
Scottish deerhound,500,500
Scottish deerhound,289,250
Scottish deerhound,500,435
Scottish deerhound,500,339
Scottish deerhound,500,406
Scottish deerhound,640,800
Scottish deerhound,239,360
Scottish deerhound,498,373
Scottish deerhound,232,332
Scottish deerhound,500,375
Scottish deerhound,500,433
Scottish deerhound,440,500
Scottish deerhound,444,281
Scottish deerhound,500,333
Scottish deerhound,500,375
Scottish deerhound,500,375
Scottish deerhound,500,381
Scottish deerhound,500,500
Scottish deerhound,474,500
Scottish deerhound,451,500
Scottish deerhound,500,333
Scottish deerhound,500,358
Scottish deerhound,500,375
Scottish deerhound,500,376
Scottish deerhound,500,402
Scottish deerhound,335,500
Scottish deerhound,640,480
Scottish deerhound,600,400
Scottish deerhound,500,405
Scottish deerhound,481,500
Scottish deerhound,410,500
Scottish deerhound,398,500
Scottish deerhound,500,375
Scottish deerhound,333,500
Scottish deerhound,800,531
Scottish deerhound,377,500
Scottish deerhound,500,375
Scottish deerhound,500,437
Scottish deerhound,500,414
Scottish deerhound,425,500
Scottish deerhound,500,413
Scottish deerhound,500,376
Scottish deerhound,500,381
Scottish deerhound,500,414
Scottish deerhound,500,437
Scottish deerhound,375,500
Scottish deerhound,400,251
Scottish deerhound,492,355
Scottish deerhound,600,417
Scottish deerhound,500,333
Scottish deerhound,500,333
Scottish deerhound,648,479
Scottish deerhound,333,500
Scottish deerhound,300,214
Scottish deerhound,500,332
Scottish deerhound,334,500
Scottish deerhound,500,397
Scottish deerhound,550,382
Scottish deerhound,450,614
Scottish deerhound,500,375
Scottish deerhound,450,532
Scottish deerhound,450,526
Scottish deerhound,300,381
Scottish deerhound,375,500
Scottish deerhound,334,500
Scottish deerhound,500,375
Scottish deerhound,450,443
Scottish deerhound,500,372
Scottish deerhound,287,363
Scottish deerhound,332,500
Scottish deerhound,500,333
Scottish deerhound,500,343
Scottish deerhound,400,300
Scottish deerhound,500,375
Scottish deerhound,214,320
Scottish deerhound,333,500
Scottish deerhound,262,350
Scottish deerhound,500,532
Scottish deerhound,500,472
Scottish deerhound,640,480
Scottish deerhound,849,565
Scottish deerhound,800,597
Scottish deerhound,370,339
Scottish deerhound,500,447
Scottish deerhound,355,500
Scottish deerhound,333,500
Scottish deerhound,240,200
Scottish deerhound,450,390
Scottish deerhound,500,375
Scottish deerhound,500,397
Scottish deerhound,333,500
Scottish deerhound,365,340
Scottish deerhound,500,333
Scottish deerhound,495,398
Scottish deerhound,300,314
Scottish deerhound,500,375
Scottish deerhound,500,332
Scottish deerhound,500,375
Scottish deerhound,288,434
Scottish deerhound,334,500
Scottish deerhound,500,421
Scottish deerhound,356,500
Scottish deerhound,400,340
Scottish deerhound,360,270
Scottish deerhound,533,400
Scottish deerhound,512,384
Scottish deerhound,450,421
Scottish deerhound,200,277
Scottish deerhound,800,584
Scottish deerhound,500,375
Scottish deerhound,800,600
Scottish deerhound,500,333
Scottish deerhound,500,332
Scottish deerhound,450,478
Scottish deerhound,624,480
Scottish deerhound,366,500
Scottish deerhound,500,527
Scottish deerhound,500,397
Scottish deerhound,500,333
Scottish deerhound,500,333
Scottish deerhound,300,213
Scottish deerhound,450,551
Scottish deerhound,500,295
Scottish deerhound,500,333
Scottish deerhound,333,500
Scottish deerhound,500,375
Scottish deerhound,450,504
Scottish deerhound,500,332
Scottish deerhound,565,505
Scottish deerhound,350,262
Scottish deerhound,500,375
Scottish deerhound,500,333
Scottish deerhound,500,333
Scottish deerhound,333,500
Scottish deerhound,333,500
Scottish deerhound,450,547
Scottish deerhound,333,500
Scottish deerhound,334,500
Scottish deerhound,333,500
Scottish deerhound,580,435
Scottish deerhound,515,381
Scottish deerhound,333,500
Scottish deerhound,360,270
Scottish deerhound,332,500
Scottish deerhound,500,375
Scottish deerhound,450,322
Scottish deerhound,333,500
Scottish deerhound,349,364
Scottish deerhound,450,521
Scottish deerhound,450,473
Scottish deerhound,500,375
Scottish deerhound,312,286
Scottish deerhound,450,493
Scottish deerhound,397,313
Scottish deerhound,500,376
Scottish deerhound,500,375
Scottish deerhound,500,375
Scottish deerhound,500,375
Scottish deerhound,500,375
Scottish deerhound,375,500
Scottish deerhound,360,270
Scottish deerhound,234,500
Scottish deerhound,349,314
Scottish deerhound,500,375
Scottish deerhound,525,700
Scottish deerhound,1397,1208
Scottish deerhound,500,375
Scottish deerhound,288,432
Scottish deerhound,333,500
Scottish deerhound,400,325
Scottish deerhound,334,500
Scottish deerhound,400,343
Scottish deerhound,300,232
Scottish deerhound,500,325
Scottish deerhound,640,480
Scottish deerhound,240,180
Scottish deerhound,512,384
Scottish deerhound,300,247
Scottish deerhound,300,271
Scottish deerhound,448,336
Scottish deerhound,1448,984
Scottish deerhound,333,500
Scottish deerhound,300,398
Scottish deerhound,506,380
Scottish deerhound,500,333
Scottish deerhound,800,533
Scottish deerhound,452,600
Scottish deerhound,500,397
Scottish deerhound,500,333
Scottish deerhound,375,468
Scottish deerhound,300,300
Scottish deerhound,506,343
Scottish deerhound,500,332
Scottish deerhound,484,512
Scottish deerhound,388,362
Scottish deerhound,500,333
Scottish deerhound,200,218
Scottish deerhound,468,350
Scottish deerhound,500,333
Scottish deerhound,404,480
Scottish deerhound,373,314
Scottish deerhound,295,233
Scottish deerhound,500,332
Scottish deerhound,500,481
Scottish deerhound,445,297
Scottish deerhound,500,333
Scottish deerhound,300,331
Scottish deerhound,500,333
Scottish deerhound,375,500
Scottish deerhound,333,500
Scottish deerhound,350,262
Scottish deerhound,500,431
Scottish deerhound,500,533
Scottish deerhound,500,376
Scottish deerhound,500,334
Scottish deerhound,333,500
Scottish deerhound,418,500
Scottish deerhound,382,281
Scottish deerhound,386,500
Scottish deerhound,500,333
Scottish deerhound,500,375
Weimaraner,480,359
Weimaraner,486,500
Weimaraner,500,375
Weimaraner,334,500
Weimaraner,500,333
Weimaraner,333,500
Weimaraner,500,431
Weimaraner,1600,1200
Weimaraner,500,376
Weimaraner,500,500
Weimaraner,334,500
Weimaraner,333,500
Weimaraner,500,333
Weimaraner,500,333
Weimaraner,500,333
Weimaraner,500,375
Weimaraner,300,354
Weimaraner,375,500
Weimaraner,500,333
Weimaraner,500,333
Weimaraner,500,352
Weimaraner,500,347
Weimaraner,500,375
Weimaraner,334,500
Weimaraner,375,500
Weimaraner,500,342
Weimaraner,500,333
Weimaraner,333,500
Weimaraner,375,500
Weimaraner,500,281
Weimaraner,500,281
Weimaraner,333,500
Weimaraner,326,500
Weimaraner,332,500
Weimaraner,500,333
Weimaraner,500,375
Weimaraner,500,342
Weimaraner,500,343
Weimaraner,500,452
Weimaraner,500,441
Weimaraner,500,333
Weimaraner,500,333
Weimaraner,332,500
Weimaraner,248,300
Weimaraner,500,358
Weimaraner,360,325
Weimaraner,500,375
Weimaraner,370,500
Weimaraner,500,333
Weimaraner,500,375
Weimaraner,284,500
Weimaraner,349,350
Weimaraner,500,334
Weimaraner,333,500
Weimaraner,331,500
Weimaraner,500,375
Weimaraner,500,334
Weimaraner,300,296
Weimaraner,500,394
Weimaraner,500,375
Weimaraner,334,500
Weimaraner,500,375
Weimaraner,375,500
Weimaraner,500,314
Weimaraner,333,500
Weimaraner,306,250
Weimaraner,500,360
Weimaraner,333,500
Weimaraner,500,375
Weimaraner,333,500
Weimaraner,474,500
Weimaraner,500,375
Weimaraner,318,500
Weimaraner,500,334
Weimaraner,334,500
Weimaraner,340,500
Weimaraner,500,493
Weimaraner,500,375
Weimaraner,500,333
Weimaraner,288,500
Weimaraner,500,281
Weimaraner,500,402
Weimaraner,375,500
Weimaraner,298,500
Weimaraner,375,500
Weimaraner,371,479
Weimaraner,340,500
Weimaraner,500,375
Weimaraner,500,334
Weimaraner,500,333
Weimaraner,400,500
Weimaraner,323,500
Weimaraner,500,375
Weimaraner,650,501
Weimaraner,333,500
Weimaraner,500,355
Weimaraner,500,347
Weimaraner,500,375
Weimaraner,500,375
Weimaraner,500,331
Weimaraner,350,500
Weimaraner,410,500
Weimaraner,500,333
Weimaraner,500,334
Weimaraner,500,334
Weimaraner,240,173
Weimaraner,375,500
Weimaraner,500,361
Weimaraner,357,500
Weimaraner,500,355
Weimaraner,200,300
Weimaraner,334,500
Weimaraner,500,375
Weimaraner,500,358
Weimaraner,500,375
Weimaraner,500,333
Weimaraner,500,332
Weimaraner,500,375
Weimaraner,333,500
Weimaraner,375,500
Weimaraner,500,375
Weimaraner,500,375
Weimaraner,375,500
Weimaraner,500,350
Weimaraner,375,500
Weimaraner,500,334
Weimaraner,500,375
Weimaraner,500,340
Weimaraner,500,375
Weimaraner,500,334
Weimaraner,333,500
Weimaraner,333,500
Weimaraner,340,500
Weimaraner,500,341
Weimaraner,375,500
Weimaraner,420,500
Weimaraner,227,227
Weimaraner,500,375
Weimaraner,500,452
Weimaraner,500,375
Weimaraner,500,334
Weimaraner,500,383
Weimaraner,500,500
Weimaraner,500,375
Weimaraner,375,500
Weimaraner,375,500
Weimaraner,500,333
Weimaraner,360,270
Weimaraner,500,375
Weimaraner,404,450
Weimaraner,356,500
Weimaraner,500,333
Weimaraner,334,500
Weimaraner,500,282
Weimaraner,374,500
Weimaraner,500,376
Weimaraner,500,375
Weimaraner,500,333
Weimaraner,500,390
Weimaraner,500,333
Staffordshire bullterrier,407,500
Staffordshire bullterrier,217,285
Staffordshire bullterrier,379,500
Staffordshire bullterrier,500,375
Staffordshire bullterrier,500,333
Staffordshire bullterrier,500,375
Staffordshire bullterrier,500,375
Staffordshire bullterrier,500,375
Staffordshire bullterrier,357,500
Staffordshire bullterrier,395,500
Staffordshire bullterrier,500,375
Staffordshire bullterrier,314,375
Staffordshire bullterrier,249,190
Staffordshire bullterrier,500,343
Staffordshire bullterrier,499,500
Staffordshire bullterrier,600,900
Staffordshire bullterrier,500,375
Staffordshire bullterrier,489,500
Staffordshire bullterrier,500,383
Staffordshire bullterrier,500,375
Staffordshire bullterrier,500,375
Staffordshire bullterrier,298,500
Staffordshire bullterrier,449,640
Staffordshire bullterrier,250,212
Staffordshire bullterrier,357,500
Staffordshire bullterrier,500,376
Staffordshire bullterrier,270,300
Staffordshire bullterrier,500,334
Staffordshire bullterrier,500,375
Staffordshire bullterrier,500,332
Staffordshire bullterrier,300,278
Staffordshire bullterrier,360,480
Staffordshire bullterrier,250,354
Staffordshire bullterrier,500,375
Staffordshire bullterrier,500,375
Staffordshire bullterrier,500,375
Staffordshire bullterrier,300,261
Staffordshire bullterrier,322,396
Staffordshire bullterrier,200,200
Staffordshire bullterrier,500,375
Staffordshire bullterrier,223,259
Staffordshire bullterrier,225,300
Staffordshire bullterrier,140,200
Staffordshire bullterrier,500,333
Staffordshire bullterrier,500,350
Staffordshire bullterrier,500,375
Staffordshire bullterrier,500,375
Staffordshire bullterrier,200,179
Staffordshire bullterrier,500,332
Staffordshire bullterrier,500,375
Staffordshire bullterrier,500,375
Staffordshire bullterrier,500,385
Staffordshire bullterrier,500,375
Staffordshire bullterrier,233,320
Staffordshire bullterrier,461,500
Staffordshire bullterrier,150,163
Staffordshire bullterrier,500,344
Staffordshire bullterrier,375,500
Staffordshire bullterrier,500,375
Staffordshire bullterrier,500,375
Staffordshire bullterrier,500,375
Staffordshire bullterrier,368,500
Staffordshire bullterrier,500,375
Staffordshire bullterrier,500,375
Staffordshire bullterrier,429,500
Staffordshire bullterrier,250,316
Staffordshire bullterrier,500,344
Staffordshire bullterrier,500,375
Staffordshire bullterrier,500,357
Staffordshire bullterrier,500,375
Staffordshire bullterrier,500,388
Staffordshire bullterrier,500,333
Staffordshire bullterrier,375,306
Staffordshire bullterrier,432,496
Staffordshire bullterrier,500,375
Staffordshire bullterrier,500,375
Staffordshire bullterrier,500,375
Staffordshire bullterrier,167,282
Staffordshire bullterrier,500,333
Staffordshire bullterrier,500,375
Staffordshire bullterrier,320,427
Staffordshire bullterrier,374,500
Staffordshire bullterrier,500,364
Staffordshire bullterrier,300,225
Staffordshire bullterrier,500,375
Staffordshire bullterrier,375,369
Staffordshire bullterrier,500,357
Staffordshire bullterrier,500,449
Staffordshire bullterrier,500,375
Staffordshire bullterrier,1000,790
Staffordshire bullterrier,211,350
Staffordshire bullterrier,500,364
Staffordshire bullterrier,375,500
Staffordshire bullterrier,392,500
Staffordshire bullterrier,500,375
Staffordshire bullterrier,371,500
Staffordshire bullterrier,257,258
Staffordshire bullterrier,181,170
Staffordshire bullterrier,359,500
Staffordshire bullterrier,500,375
Staffordshire bullterrier,361,500
Staffordshire bullterrier,500,323
Staffordshire bullterrier,380,500
Staffordshire bullterrier,500,332
Staffordshire bullterrier,665,617
Staffordshire bullterrier,640,480
Staffordshire bullterrier,155,230
Staffordshire bullterrier,333,500
Staffordshire bullterrier,500,256
Staffordshire bullterrier,386,500
Staffordshire bullterrier,500,396
Staffordshire bullterrier,261,350
Staffordshire bullterrier,353,500
Staffordshire bullterrier,500,332
Staffordshire bullterrier,500,375
Staffordshire bullterrier,500,375
Staffordshire bullterrier,375,500
Staffordshire bullterrier,500,332
Staffordshire bullterrier,500,329
Staffordshire bullterrier,344,359
Staffordshire bullterrier,400,299
Staffordshire bullterrier,500,375
Staffordshire bullterrier,600,450
Staffordshire bullterrier,222,200
Staffordshire bullterrier,405,500
Staffordshire bullterrier,451,500
Staffordshire bullterrier,360,288
Staffordshire bullterrier,500,375
Staffordshire bullterrier,500,333
Staffordshire bullterrier,400,301
Staffordshire bullterrier,368,500
Staffordshire bullterrier,500,292
Staffordshire bullterrier,500,330
Staffordshire bullterrier,500,368
Staffordshire bullterrier,347,500
Staffordshire bullterrier,376,500
Staffordshire bullterrier,500,374
Staffordshire bullterrier,391,500
Staffordshire bullterrier,160,120
Staffordshire bullterrier,500,375
Staffordshire bullterrier,500,334
Staffordshire bullterrier,500,488
Staffordshire bullterrier,500,363
Staffordshire bullterrier,429,500
Staffordshire bullterrier,500,375
Staffordshire bullterrier,333,500
Staffordshire bullterrier,375,500
Staffordshire bullterrier,500,375
Staffordshire bullterrier,500,375
Staffordshire bullterrier,500,375
Staffordshire bullterrier,180,225
Staffordshire bullterrier,286,370
Staffordshire bullterrier,500,332
Staffordshire bullterrier,400,363
Staffordshire bullterrier,350,280
American Staffordshire terrier,500,332
American Staffordshire terrier,333,500
American Staffordshire terrier,333,500
American Staffordshire terrier,300,293
American Staffordshire terrier,350,300
American Staffordshire terrier,500,332
American Staffordshire terrier,500,332
American Staffordshire terrier,500,335
American Staffordshire terrier,500,375
American Staffordshire terrier,500,333
American Staffordshire terrier,500,465
American Staffordshire terrier,400,300
American Staffordshire terrier,500,333
American Staffordshire terrier,500,412
American Staffordshire terrier,500,375
American Staffordshire terrier,500,333
American Staffordshire terrier,500,375
American Staffordshire terrier,500,333
American Staffordshire terrier,500,342
American Staffordshire terrier,500,414
American Staffordshire terrier,500,375
American Staffordshire terrier,500,347
American Staffordshire terrier,296,360
American Staffordshire terrier,500,375
American Staffordshire terrier,500,334
American Staffordshire terrier,333,500
American Staffordshire terrier,500,333
American Staffordshire terrier,500,375
American Staffordshire terrier,500,375
American Staffordshire terrier,333,500
American Staffordshire terrier,500,375
American Staffordshire terrier,360,256
American Staffordshire terrier,500,375
American Staffordshire terrier,500,333
American Staffordshire terrier,500,333
American Staffordshire terrier,222,200
American Staffordshire terrier,200,164
American Staffordshire terrier,500,375
American Staffordshire terrier,500,357
American Staffordshire terrier,357,500
American Staffordshire terrier,250,210
American Staffordshire terrier,500,375
American Staffordshire terrier,240,360
American Staffordshire terrier,250,270
American Staffordshire terrier,375,500
American Staffordshire terrier,500,375
American Staffordshire terrier,500,332
American Staffordshire terrier,473,500
American Staffordshire terrier,500,333
American Staffordshire terrier,500,375
American Staffordshire terrier,500,375
American Staffordshire terrier,320,240
American Staffordshire terrier,471,500
American Staffordshire terrier,357,500
American Staffordshire terrier,166,197
American Staffordshire terrier,500,421
American Staffordshire terrier,500,375
American Staffordshire terrier,500,335
American Staffordshire terrier,500,375
American Staffordshire terrier,330,500
American Staffordshire terrier,500,333
American Staffordshire terrier,500,375
American Staffordshire terrier,375,500
American Staffordshire terrier,500,333
American Staffordshire terrier,500,375
American Staffordshire terrier,500,375
American Staffordshire terrier,333,500
American Staffordshire terrier,500,375
American Staffordshire terrier,288,352
American Staffordshire terrier,500,332
American Staffordshire terrier,500,360
American Staffordshire terrier,500,333
American Staffordshire terrier,375,500
American Staffordshire terrier,500,375
American Staffordshire terrier,332,500
American Staffordshire terrier,300,300
American Staffordshire terrier,335,500
American Staffordshire terrier,375,500
American Staffordshire terrier,366,500
American Staffordshire terrier,485,500
American Staffordshire terrier,500,375
American Staffordshire terrier,500,333
American Staffordshire terrier,250,213
American Staffordshire terrier,361,500
American Staffordshire terrier,500,341
American Staffordshire terrier,500,375
American Staffordshire terrier,379,500
American Staffordshire terrier,200,216
American Staffordshire terrier,359,360
